date,time,temperature,humidity
09/13/21,15:00:17,75.0,43.4
09/13/21,16:00:24,75.6,41.9
09/13/21,17:00:20,75.2,40.0
09/13/21,18:00:25,74.1,39.8
09/13/21,19:00:32,72.1,30.1
09/13/21,20:00:22,69.1,50.8
09/13/21,21:00:19,67.6,55.4
09/13/21,22:00:17,64.9,63.4
09/13/21,23:00:22,62.1,74.3
09/14/21,00:00:30,59.9,80.6
09/14/21,01:00:19,58.1,84.7
09/14/21,02:00:17,56.3,88.1
09/14/21,03:00:16,55.2,88.8
09/14/21,04:00:18,54.5,89.8
09/14/21,05:00:25,52.7,91.7
09/14/21,06:00:16,51.8,92.4
09/14/21,07:00:26,52.2,91.3
09/14/21,08:00:25,52.9,91.5
09/14/21,09:00:18,56.5,88.7
09/14/21,10:00:23,74.7,55.0
09/14/21,11:00:25,75.9,44.1
09/14/21,12:00:20,74.8,45.1
09/14/21,13:00:30,78.1,38.3
09/14/21,14:00:38,81.3,35.2
09/14/21,15:00:20,84.2,34.2
09/14/21,16:00:20,84.4,35.2
09/14/21,17:00:20,84.7,35.2
09/14/21,18:00:25,82.2,43.8
09/14/21,19:00:17,77.9,54.4
09/14/21,20:00:17,75.4,61.7
09/14/21,21:00:17,71.6,73.1
09/14/21,22:00:22,70.5,77.9
09/14/21,23:00:19,68.0,76.7
09/15/21,00:00:30,66.0,81.8
09/15/21,01:00:17,64.8,84.8
09/15/21,02:00:34,63.7,89.3
09/15/21,03:00:17,64.4,87.6
09/15/21,04:00:28,62.1,91.4
09/15/21,05:00:21,61.0,92.2
09/15/21,06:00:19,60.8,91.9
09/15/21,07:00:27,59.7,90.7
09/15/21,08:00:17,59.7,89.6
09/15/21,09:00:17,60.8,72.5
09/15/21,10:00:27,70.0,48.2
09/15/21,11:00:35,68.2,43.2
09/15/21,12:00:17,68.2,38.7
09/15/21,13:00:30,71.4,36.9
09/15/21,14:00:27,74.8,34.2
09/15/21,15:00:25,74.5,34.5
09/15/21,16:00:17,73.8,35.6
09/15/21,17:00:17,72.0,34.4
09/15/21,18:00:30,69.4,33.2
09/15/21,19:00:20,66.0,35.5
09/15/21,20:00:25,63.9,36.6
09/15/21,21:00:27,61.5,39.4
09/15/21,22:00:19,59.2,44.2
09/15/21,23:00:16,56.3,51.5
09/16/21,00:00:30,53.8,59.0
09/16/21,01:00:21,52.3,63.2
09/16/21,02:00:20,49.6,72.6
09/16/21,03:00:22,47.7,76.6
09/16/21,04:00:50,46.8,80.1
09/16/21,05:00:23,45.3,83.4
09/16/21,06:00:17,45.0,84.4
09/16/21,07:00:17,44.2,86.4
09/16/21,08:00:17,44.2,89.7
09/16/21,09:00:33,48.7,81.4
09/16/21,10:00:20,64.2,61.6
09/16/21,11:00:23,66.2,51.8
09/16/21,12:00:22,64.6,50.4
09/16/21,13:00:20,69.1,40.6
09/16/21,14:00:20,73.0,34.0
09/16/21,15:00:17,73.9,31.7
09/16/21,16:00:20,74.5,29.4
09/16/21,17:00:19,75.2,28.2
09/16/21,18:00:20,74.3,28.9
09/16/21,19:00:17,71.2,29.9
09/16/21,20:00:17,69.1,30.7
09/16/21,21:00:24,68.0,29.9
09/16/21,22:00:20,67.1,30.8
09/16/21,23:00:22,65.5,32.3
09/17/21,00:00:30,62.2,37.4
09/17/21,01:00:19,58.3,46.4
09/17/21,02:00:22,56.5,50.4
09/17/21,03:00:20,55.8,60.3
09/17/21,04:00:33,55.6,61.0
09/17/21,05:00:25,55.6,60.3
09/17/21,06:00:32,55.6,61.6
09/17/21,07:00:32,55.4,62.1
09/17/21,08:00:22,55.2,63.8
09/17/21,09:00:20,58.1,57.0
09/17/21,10:00:17,59.5,55.0
09/17/21,11:00:17,64.6,48.0
09/17/21,12:00:17,68.9,40.4
09/17/21,13:00:35,72.9,32.4
09/17/21,14:00:29,76.5,33.3
09/17/21,15:00:40,76.6,41.9
09/17/21,16:00:17,75.0,51.8
09/17/21,17:00:25,74.3,57.7
09/17/21,18:00:27,72.1,74.2
09/17/21,19:00:22,70.9,78.9
09/17/21,20:00:25,69.6,82.4
09/17/21,21:00:19,68.9,84.4
09/17/21,22:00:25,69.1,84.2
09/17/21,23:00:40,66.4,95.1
09/18/21,00:00:28,62.2,93.5
09/18/21,01:00:19,61.2,94.6
09/18/21,02:00:17,59.5,98.5
09/18/21,03:00:17,59.4,98.8
09/18/21,04:00:30,59.0,99.9
09/18/21,05:00:30,59.0,99.9
09/18/21,06:00:30,59.2,99.9
09/18/21,07:00:17,59.4,99.9
09/18/21,08:00:16,59.5,99.9
09/18/21,09:00:32,59.7,99.9
09/18/21,10:00:27,60.3,99.9
09/18/21,11:00:17,60.8,99.9
09/18/21,12:00:23,61.7,97.5
09/18/21,13:00:32,64.6,94.2
09/18/21,14:00:22,67.3,90.4
09/18/21,15:00:25,67.3,82.5
09/18/21,16:00:32,62.2,92.0
09/18/21,17:00:16,61.5,93.3
09/18/21,18:00:32,61.0,92.4
09/18/21,19:00:17,60.1,95.5
09/18/21,20:00:21,59.2,96.8
09/18/21,21:00:32,59.0,99.2
09/18/21,22:00:19,58.6,98.2
09/18/21,23:00:19,58.6,98.6
09/19/21,00:00:32,58.5,99.8
09/19/21,01:00:29,58.1,99.1
09/19/21,02:00:46,57.4,97.9
09/19/21,03:00:21,56.8,98.2
09/19/21,04:00:18,56.1,99.9
09/19/21,05:00:25,55.9,99.9
09/19/21,06:00:16,55.9,99.9
09/19/21,07:00:21,55.9,99.9
09/19/21,08:00:16,55.9,99.9
09/19/21,09:00:21,57.9,99.9
09/19/21,10:00:19,58.8,98.0
09/19/21,11:00:17,67.5,84.6
09/19/21,12:00:27,67.1,80.5
09/19/21,13:00:37,65.7,78.6
09/19/21,14:00:32,69.4,71.2
09/19/21,15:00:27,63.5,94.6
09/19/21,16:00:17,67.3,76.9
09/19/21,17:00:22,68.2,72.4
09/19/21,18:00:27,64.8,79.4
09/19/21,19:00:26,63.3,86.7
09/19/21,20:00:26,61.3,91.9
09/19/21,21:00:18,60.4,93.6
09/19/21,22:00:18,60.3,92.8
09/19/21,23:00:16,58.3,95.5
09/20/21,00:00:30,55.2,99.4
09/20/21,01:00:19,54.5,99.9
09/20/21,02:00:16,53.1,99.9
09/20/21,03:00:18,53.1,98.5
09/20/21,04:00:30,51.4,99.9
09/20/21,05:00:31,50.9,99.9
09/20/21,06:00:31,50.4,99.1
09/20/21,07:00:22,49.8,99.9
09/20/21,08:00:31,49.8,99.9
09/20/21,09:00:41,52.7,99.9
09/20/21,10:00:19,57.6,97.1
09/20/21,11:00:22,59.0,97.7
09/20/21,12:00:24,65.7,88.0
09/20/21,13:00:26,68.0,77.2
09/20/21,14:00:16,69.1,68.2
09/20/21,15:00:31,70.3,60.5
09/20/21,16:00:21,71.6,60.7
09/20/21,17:00:17,70.5,56.4
09/20/21,18:00:26,69.8,62.8
09/20/21,19:00:21,67.5,70.4
09/20/21,20:00:16,64.6,78.1
